"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p"
"group_22158","wbgU","UDP-N-acetylglucosamine 4-epimerase","47","1","158","547","22.926829268292686","99.81751824817519","162.71518987341773","1.4707726274289587e-27","5.715716584714419e-23","1.7695716980539996e-25"
"group_22159","ugd","UDP-glucose 6-dehydrogenase","47","1","158","547","22.926829268292686","99.81751824817519","162.71518987341773","1.4707726274289587e-27","5.715716584714419e-23","1.7695716980539996e-25"
"group_7041","","ISNCY family transposase ISBcen27","1","178","204","370","0.4878048780487805","67.51824817518248","0.010189469046045384","2.0197838672653604e-27","7.849284064966644e-23","2.4226185385699516e-25"
"group_2008","","hypothetical protein","67","16","138","532","32.6829268292683","97.08029197080292","16.143115942028984","2.1091013079112395e-27","8.196389502804659e-23","2.521966000862972e-25"
"ampG_2","","Anhydromuropeptide permease","29","310","176","238","14.146341463414632","43.43065693430657","0.12650293255131964","2.187500740219207e-27","8.501065376639882e-23","2.6076887658404547e-25"
"group_9943","","IS110 family transposase ISEc32","2","185","203","363","0.975609756097561","66.24087591240875","0.019331646917853815","2.5126095385465602e-27","9.764503188699642e-23","2.98608660204882e-25"
"umuC_2","","Protein UmuC","1","176","204","372","0.4878048780487805","67.88321167883211","0.01036096256684492","4.166586525437003e-27","1.619218855515328e-22","4.936642852180878e-25"
"group_7530","hisA","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","138","133","67","415","67.31707317073172","75.72992700729927","6.426888115811918","4.43844938566131e-27","1.7248702002556981e-22","5.226879394714237e-25"
"group_8805","hisF","Imidazole glycerol phosphate synthase subunit HisF","138","133","67","415","67.31707317073172","75.72992700729927","6.426888115811918","4.43844938566131e-27","1.7248702002556981e-22","5.226879394714237e-25"
"group_21146","","hypothetical protein","88","42","117","506","42.926829268292686","92.33576642335767","9.06145706145706","5.822828949314445e-27","2.2628677862825795e-22","6.834197002386762e-25"
"group_5954","","hypothetical protein","152","168","53","380","74.14634146341463","69.34306569343066","6.486972147349506","5.8384885100931624e-27","2.268953404792405e-22","6.834197002386762e-25"
"oapA","","hypothetical protein","82","34","123","514","40.0","93.7956204379562","10.07843137254902","6.2283884205949284e-27","2.420476308011601e-22","7.26869762165646e-25"
"yjgN_1","","Inner membrane protein YjgN","48","2","157","546","23.414634146341466","99.63503649635037","83.46496815286625","6.573687024125047e-27","2.554666251315476e-22","7.64870135124394e-25"
"group_8803","ugd","UDP-glucose 6-dehydrogenase","139","136","66","412","67.8048780487805","75.18248175182481","6.3801247771836005","7.032185428143261e-27","2.732847901085034e-22","8.1577549286120415e-25"
"group_3578","","hypothetical protein","191","300","14","248","93.17073170731707","45.25547445255474","11.278095238095238","1.2414556416900829e-26","4.824544914736e-22","1.4358764627190476e-24"
"group_9","","hypothetical protein","68","19","137","529","33.170731707317074","96.53284671532847","13.819439108720706","2.980725828715051e-26","1.1583696715552432e-21","3.4372987286505735e-24"
"eae","","hypothetical protein","55","382","150","166","26.82926829268293","30.29197080291971","0.1593368237347295","3.2518614151770603e-26","1.2637383831661093e-21","3.738870956112749e-24"
"group_14476","","hypothetical protein","8","215","197","333","3.902439024390244","60.76642335766424","0.06289694250973911","5.325752883433666e-26","2.0696940855599914e-21","6.105292287787585e-24"
"group_7922","","hypothetical protein","28","299","177","249","13.658536585365855","45.43795620437956","0.13173856357349356","6.595424978917692e-26","2.5631140553069935e-21","7.538570750902921e-24"
"group_21642","","hypothetical protein","48","3","157","545","23.414634146341466","99.45255474452554","55.54140127388535","8.731196051098133e-26","3.393117409377756e-21","9.921395933853088e-24"
"hsdS_2","","Type-1 restriction enzyme EcoKI specificity protein","48","3","157","545","23.414634146341466","99.45255474452554","55.54140127388535","8.731196051098133e-26","3.393117409377756e-21","9.921395933853088e-24"
"group_5154","","hypothetical protein","116","501","89","47","56.58536585365853","8.576642335766424","0.12227230931395636","1.3584355770030102e-25","5.279152339349098e-21","1.539111469197988e-23"
"group_14015","","hypothetical protein","121","508","84","40","59.02439024390244","7.2992700729927","0.1134233220847394","1.5098366079241748e-25","5.867527025714928e-21","1.7056764609636417e-23"
"group_12519","","hypothetical protein","181","266","24","282","88.29268292682927","51.45985401459854","7.995300751879699","1.6976741877332195e-25","6.597501428368838e-21","1.912319254599663e-23"
"group_9915","","hypothetical protein","16","251","189","297","7.804878048780488","54.1970802919708","0.10017074558907228","1.7084983384584568e-25","6.6395662429172544e-21","1.9189497811899578e-23"
"hisA","","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","65","403","140","145","31.70731707317073","26.459854014598537","0.16705069124423963","1.8095662582420289e-25","7.032336392780173e-21","2.0207863197644175e-23"
"hisF","","Imidazole glycerol phosphate synthase subunit HisF","65","403","140","145","31.70731707317073","26.459854014598537","0.16705069124423963","1.8095662582420289e-25","7.032336392780173e-21","2.0207863197644175e-23"
"group_9715","xerD_1","Tyrosine recombinase XerD","70","415","135","133","34.146341463414636","24.27007299270073","0.16617581436858544","1.9104454876872813e-25","7.424373254250312e-21","2.127327580014416e-23"
"fdtC","","dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase","3","182","202","366","1.4634146341463417","66.78832116788321","0.029866173430529865","2.079299784164714e-25","8.08057482122091e-21","2.3087356632059744e-23"
"group_4940","","hypothetical protein","27","292","178","256","13.170731707317074","46.715328467153284","0.1329844543635524","3.0100055227061013e-25","1.1697483462340451e-20","3.3326163710371656e-23"
"mshA_1","","D-inositol-3-phosphate glycosyltransferase","12","230","193","318","5.853658536585367","58.02919708029197","0.08596530750168957","4.58858097497289e-25","1.7832143384939644e-20","5.065949825266944e-23"
"group_4286","yeeO","putative FMN/FAD exporter YeeO","6","198","199","350","2.9268292682926833","63.868613138686136","0.05329678696512868","7.281466217449888e-25","2.829723401425375e-20","8.016213601771601e-23"
"group_5611","","IS3 family transposase ISSd1","1","163","204","385","0.4878048780487805","70.25547445255475","0.01157825093227475","7.6241135463348675e-25","2.962883006376656e-20","8.369726006713718e-23"
"mshA_3","","D-inositol-3-phosphate glycosyltransferase","12","229","193","319","5.853658536585367","58.21167883211679","0.08661221349865375","9.063887949639611e-25","3.522408134988946e-20","9.922276436588581e-23"
"flmC","","Protein FlmC","2","172","203","376","0.975609756097561","68.61313868613139","0.021537404055447358","9.11210982025163e-25","3.5411481183461886e-20","9.947045276253339e-23"
"group_7921","","hypothetical protein","176","252","29","296","85.85365853658537","54.01459854014598","7.128626163108922","1.0946145115936939e-24","4.253890914955413e-20","1.191566082620564e-22"
"group_17071","fimA_3","Type-1 fimbrial protein, A chain","67","21","138","527","32.6829268292683","96.16788321167883","12.18391994478951","1.303887279776698e-24","5.0671667466682036e-20","1.4154097057732412e-22"
"group_3659","","IS3 family transposase IS629","2","169","203","379","0.975609756097561","69.16058394160584","0.022094616259072494","1.9398242658827282e-24","7.538545062073459e-20","2.0998732763435818e-22"
"gadW_2","","HTH-type transcriptional regulator GadW","53","8","152","540","25.853658536585368","98.54014598540147","23.536184210526315","1.9605700209460506e-24","7.619167215400541e-20","2.1164353376112614e-22"
"group_17334","","hypothetical protein","42","1","163","547","20.48780487804878","99.81751824817519","140.94478527607362","2.1691124059882707e-24","8.429604632151618e-20","2.328620064130281e-22"
"group_21667","","hypothetical protein","42","1","163","547","20.48780487804878","99.81751824817519","140.94478527607362","2.1691124059882707e-24","8.429604632151618e-20","2.328620064130281e-22"
"group_12520","","hypothetical protein","25","280","180","268","12.195121951219512","48.9051094890511","0.13293650793650794","2.281960229222705e-24","8.868153842805276e-20","2.443017587549663e-22"
"group_16846","","hypothetical protein","13","230","192","318","6.341463414634147","58.02919708029197","0.0936141304347826","3.648596568628352e-24","1.4179175985003504e-19","3.8740917991812854e-22"
"group_16847","","hypothetical protein","13","230","192","318","6.341463414634147","58.02919708029197","0.0936141304347826","3.648596568628352e-24","1.4179175985003504e-19","3.8740917991812854e-22"
"btuD_4","","Vitamin B12 import ATP-binding protein BtuD","13","230","192","318","6.341463414634147","58.02919708029197","0.0936141304347826","3.648596568628352e-24","1.4179175985003504e-19","3.8740917991812854e-22"
"group_3205","","hypothetical protein","3","175","202","373","1.4634146341463417","68.06569343065694","0.031654879773691656","3.76291695791132e-24","1.462344788183497e-19","3.9845907034972673e-22"
"yodB","","Cytochrome b561 ","110","87","95","461","53.65853658536586","84.12408759124088","6.135511191772535","4.827321350495619e-24","1.8759936232296075e-19","5.0978087587761075e-22"
"yjgL_1","","putative protein YjgL","107","482","98","66","52.19512195121951","12.043795620437956","0.1495046151240579","6.280731327479448e-24","2.440817808485063e-19","6.614682407818599e-22"
"ybcO","","Putative nuclease YbcO","56","373","149","175","27.31707317073171","31.934306569343068","0.17633193587275311","7.100553184015877e-24","2.75941697837225e-19","7.457883725330405e-22"
"group_10151","","hypothetical protein","41","1","164","547","20.0","99.81751824817519","136.75","9.187099337503197e-24","3.5702905445404923e-19","9.623424648357123e-22"
"group_9071","","Tn3 family transposase ISYps3","66","398","139","150","32.19512195121951","27.37226277372263","0.17895231553450708","1.0189154948939233e-23","3.9597093962567645e-19","1.0644380097464421e-21"
"group_20420","","hypothetical protein","0","147","205","401","0.0","73.17518248175182","0.0","1.1419507476503124e-23","4.437848995518644e-19","1.1897718486645157e-21"
"group_8392","","hypothetical protein","49","353","156","195","23.902439024390244","35.583941605839414","0.17351274787535412","1.4475145017786435e-23","5.625330856812164e-19","1.504099159575445e-21"
"ythA","","putative protein YthA","4","178","201","370","1.951219512195122","67.51824817518248","0.0413662026943932","1.485009491899097e-23","5.77104388741827e-19","1.5348520977176252e-21"
"yjhC","","putative oxidoreductase YjhC","4","178","201","370","1.951219512195122","67.51824817518248","0.0413662026943932","1.485009491899097e-23","5.77104388741827e-19","1.5348520977176252e-21"
"group_12599","","hypothetical protein","2","164","203","384","0.975609756097561","70.07299270072993","0.023068605070287157","1.5825646351117623e-23","6.15016268497133e-19","1.6270271653363308e-21"
"group_20434","","hypothetical protein","2","164","203","384","0.975609756097561","70.07299270072993","0.023068605070287157","1.5825646351117623e-23","6.15016268497133e-19","1.6270271653363308e-21"
"fyuA","","Pesticin receptor","27","283","178","265","13.170731707317074","48.35766423357664","0.14203755905824433","1.74461825320865e-23","6.779935455619456e-19","1.7841935409524885e-21"
"COQ5","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","27","283","178","265","13.170731707317074","48.35766423357664","0.14203755905824433","1.74461825320865e-23","6.779935455619456e-19","1.7841935409524885e-21"
"group_7048","","hypothetical protein","1","155","204","393","0.4878048780487805","71.71532846715328","0.012428842504743833","2.33799537862448e-23","9.085917640410455e-19","2.3847552861969697e-21"
"group_19976","","hypothetical protein","4","177","201","371","1.951219512195122","67.7007299270073","0.04171234224358434","2.691392330776308e-23","1.0459288875862888e-18","2.7380337371368817e-21"
"group_4947","","hypothetical protein","5","182","200","366","2.4390243902439024","66.78832116788321","0.050274725274725277","4.220439556407976e-23","1.6401472204112675e-18","4.282368721700438e-21"
"group_8795","gnd","6-phosphogluconate dehydrogenase, decarboxylating","0","144","205","404","0.0","73.72262773722628","0.0","4.304119634188363e-23","1.6726669722382817e-18","4.355903573537192e-21"
"group_9917","","hypothetical protein","54","364","151","184","26.34146341463415","33.57664233576642","0.18077286951459137","5.439084821085147e-23","2.1137371431701097e-18","5.490226345896389e-21"
"amn","","AMP nucleosidase","43","332","162","216","20.975609756097562","39.416058394160586","0.17269076305220885","5.549751999286084e-23","2.156744621962558e-18","5.5874213004211345e-21"
"group_12627","","hypothetical protein","2","161","203","387","0.975609756097561","70.62043795620438","0.023682036532754032","6.082615120523328e-23","2.3638258881377758e-18","6.10807723033017e-21"
"group_10726","","hypothetical protein","81","429","124","119","39.51219512195122","21.715328467153284","0.18119783442364087","6.250408520392644e-23","2.429033759194989e-18","6.260396286585023e-21"
"group_4834","aidA","Quorum-quenching protein AidA","0","142","205","406","0.0","74.08759124087592","0.0","8.91194449465663e-23","3.4633598695134594e-18","8.903238739109151e-21"
"group_2199","","hypothetical protein","31","293","174","255","15.121951219512194","46.53284671532847","0.1550547251971284","8.943962592697649e-23","3.475802742774161e-18","8.91231472506195e-21"
